t,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,thetaDOT_1,thetaDOT_2,thetaDOT_3,thetaDOT_4,thetaDOT_5,thetaDOT_6
1.408,0.22819332,-1.57370837,1.311583847,0.84289214,2.77571369,-1.33857095,0.07125974,0.20369419,-0.10780759,0.25367266,0.36319493,0.31785693
1.416,0.22875812,-1.57208409,1.310724857,0.84492671,2.77860209,-1.33602528,0.06992775,0.20231439,-0.10690982,0.25487129,0.35881303,0.31844117
1.424,0.22931195,-1.57047233,1.309873777,0.84696848,2.7814532,-1.33347781,0.06851707,0.20056425,-0.10582774,0.25547279,0.35387018,0.31830666
1.432,0.22985419,-1.56887605,1.309032097,0.84901268,2.78426252,-1.33093429,0.06702771,0.19844375,-0.10456137,0.25547715,0.34836638,0.31745338
1.44,0.23038419,-1.56729821,1.308201287,0.85105453,2.78702557,-1.32840047,0.06545966,0.1959529,-0.1031107,0.25488439,0.34230164,0.31588134
1.448,0.23090133,-1.56574179,1.307382827,0.85308924,2.78973785,-1.3258821,0.06381293,0.1930917,-0.10147572,0.25369449,0.33567595,0.31359053
1.456,0.23140499,-1.56420973,1.306578167,0.85511205,2.79239489,-1.32338494,0.06208752,0.18986014,-0.09965645,0.25190746,0.32848931,0.31058097
1.464,0.23189452,-1.56270501,1.305788807,0.85711817,2.79499218,-1.32091472,0.06028341,0.18625823,-0.09765288,0.2495233,0.32074173,0.30685264
1.472,0.23236931,-1.56123059,1.305016217,0.85910283,2.79752526,-1.31847721,0.05840063,0.18228597,-0.09546501,0.24654201,0.3124332,0.30240555
1.48,0.23282872,-1.55978943,1.304261857,0.86106125,2.79998962,-1.31607815,0.05643916,0.17794335,-0.09309284,0.24296358,0.30356372,0.29723971
1.488,0.23327213,-1.55838448,1.303527227,0.86298865,2.80238078,-1.31372329,0.054399,0.17323038,-0.09053637,0.23878802,0.29413329,0.29135509
1.496,0.2336989,-1.55701873,1.302813767,0.86488026,2.80469426,-1.31141839,0.05228016,0.16814706,-0.0877956,0.23401533,0.28414191,0.28475172
1.504,0.2341084,-1.55569512,1.302122987,0.8667313,2.80692556,-1.30916918,0.05008264,0.16269339,-0.08487053,0.22864551,0.27358959,0.27742959
1.512,0.23450001,-1.55441662,1.301456337,0.868537,2.80907019,-1.30698143,0.04780643,0.15686936,-0.08176116,0.22267856,0.26247632,0.26938869
1.52,0.23487309,-1.5531862,1.300815297,0.87029257,2.81112368,-1.30486088,0.04545154,0.15067498,-0.07846749,0.21611447,0.2508021,0.26062903
1.528,0.23522707,-1.55200664,1.300201257,0.87199347,2.81308181,-1.302813,0.04305051,0.14422377,-0.07504707,0.20910975,0.23875728,0.25134651
1.536,0.23556224,-1.55087769,1.299614067,0.87363937,2.81494551,-1.30083795,0.04076442,0.13807747,-0.07178467,0.20243874,0.22728365,0.24251045
1.544,0.23587967,-1.54979639,1.299052187,0.87523366,2.81672021,-1.29893129,0.0386151,0.13231227,-0.06871891,0.19620646,0.21650897,0.23425232
1.552,0.23618045,-1.54875968,1.298514037,0.87677984,2.81841152,-1.29708837,0.03660257,0.12692817,-0.0658498,0.19041293,0.20643321,0.22657211
1.56,0.23646567,-1.54776452,1.297998057,0.87828143,2.82002501,-1.29530459,0.03472681,0.12192517,-0.06317732,0.18505813,0.1970564,0.21946984
1.568,0.23673644,-1.54680786,1.297502677,0.87974194,2.82156628,-1.29357532,0.03298784,0.11730326,-0.06070148,0.18014207,0.18837852,0.21294549
1.576,0.23699384,-1.54588665,1.297026317,0.88116488,2.82304093,-1.29189592,0.03138564,0.11306245,-0.05842229,0.17566475,0.18039957,0.20699908
1.584,0.23723897,-1.54499784,1.296567397,0.88255375,2.82445454,-1.29026179,0.02992022,0.10920274,-0.05633974,0.17162617,0.17311957,0.20163059
1.592,0.23747293,-1.54413839,1.296124357,0.88391206,2.82581271,-1.28866829,0.02859159,0.10572413,-0.05445383,0.16802633,0.1665385,0.19684003
1.6,0.2376968,-1.54330524,1.295695607,0.88524334,2.82712102,-1.28711081,0.02739973,0.10262662,-0.05276456,0.16486522,0.16065637,0.1926274
1.608,0.23791169,-1.54249535,1.295279597,0.88655108,2.82838507,-1.28558471,0.02634465,0.0999102,-0.05127193,0.16214285,0.15547317,0.18899269
1.616,0.23811868,-1.54170566,1.294874737,0.88783879,2.82961045,-1.28408538,0.02542635,0.09757488,-0.04997594,0.15985922,0.15098891,0.18593592
1.624,0.23831888,-1.54093313,1.294479457,0.88911,2.83080276,-1.2826082,0.02464483,0.09562066,-0.04887659,0.15801433,0.14720359,0.18345708
1.632,0.23851337,-1.54017472,1.294092187,0.89036819,2.83196757,-1.28114853,0.02400009,0.09404754,-0.04797389,0.15660817,0.1441172,0.18155616
1.64,0.23870324,-1.53942736,1.293711347,0.8916169,2.8331105,-1.27970176,0.02349212,0.09285551,-0.04726782,0.15564076,0.14172975,0.18023318
1.648,0.2388896,-1.53868801,1.293335377,0.89285962,2.83423711,-1.27826326,0.02312094,0.09204458,-0.0467584,0.15511208,0.14004124,0.17948812
1.656,0.23907354,-1.53795363,1.292962687,0.89409986,2.83535302,-1.27682841,0.02288654,0.09161475,-0.04644562,0.15502214,0.13905166,0.17932099
1.664,0.23925615,-1.53722116,1.292591717,0.89534114,2.83646381,-1.27539258,0.02278891,0.09156602,-0.04632948,0.15537093,0.13876103,0.17973179
1.672,0.23943853,-1.53648755,1.292220897,0.89658696,2.83757506,-1.27395116,0.02282807,0.09189839,-0.04640998,0.15615847,0.13916932,0.18072052
1.68,0.23962175,-1.5357498,1.291848657,0.89784085,2.8386923,-1.27249952,0.02298969,0.09258787,-0.04667168,0.15738991,0.14021636,0.18228409
1.688,0.23980645,-1.5350056,1.291473927,0.89910647,2.8398192,-1.27103313,0.02318943,0.09349325,-0.04702367,0.15909569,0.14154757,0.18440436
1.696,0.23999284,-1.53425339,1.291096077,0.90038766,2.84095766,-1.26954757,0.02341352,0.09459141,-0.04745109,0.1612808,0.14310496,0.18707834
1.704,0.24018113,-1.53349163,1.290714507,0.90168825,2.84210948,-1.2680384,0.02366193,0.09588236,-0.04795391,0.16394522,0.14488852,0.19030604
1.712,0.2403715,-1.53271876,1.290328617,0.90301206,2.84327648,-1.2665012,0.02393469,0.09736609,-0.04853216,0.16708897,0.14689827,0.19408746
1.72,0.24056415,-1.53193326,1.289937797,0.90436295,2.84446046,-1.26493152,0.02423178,0.09904261,-0.04918582,0.17071204,0.14913419,0.19842259
1.728,0.24075927,-1.53113357,1.289541437,0.90574473,2.84566323,-1.26332496,0.0245532,0.10091192,-0.0499149,0.17481443,0.15159628,0.20331145
1.736,0.24095707,-1.53031815,1.289138957,0.90716126,2.8468866,-1.26167707,0.02489897,0.10297401,-0.0507194,0.17939615,0.15428456,0.20875402
1.744,0.24115772,-1.52948547,1.288729727,0.90861635,2.84813239,-1.25998342,0.02526906,0.10522889,-0.05159931,0.18445718,0.15719901,0.21475032
1.752,0.24136144,-1.52863397,1.288313167,0.91011385,2.84940239,-1.25823958,0.0256635,0.10767656,-0.05255464,0.18999754,0.16033965,0.22130033
1.76,0.2415684,-1.52776213,1.287888657,0.91165759,2.85069842,-1.25644113,0.02608227,0.11031701,-0.05358539,0.19601721,0.16370646,0.22840406
1.768,0.24177882,-1.52686839,1.287455597,0.9132514,2.8520223,-1.25458364,0.02652537,0.11315025,-0.05469156,0.20251621,0.16729944,0.23606151
1.776,0.24199287,-1.52595121,1.287013387,0.91489913,2.85337582,-1.25266267,0.02699281,0.11617628,-0.05587314,0.20949453,0.17111861,0.24427267
1.784,0.24221077,-1.52500905,1.286561427,0.91660459,2.8547608,-1.2506738,0.02748459,0.11939509,-0.05713014,0.21695218,0.17516395,0.25303756
1.792,0.24243269,-1.52404038,1.286099107,0.91837164,2.85617905,-1.2486126,0.0280007,0.12280669,-0.05846256,0.22488914,0.17943547,0.26235616
1.8,0.24265884,-1.52304363,1.285625827,0.9202041,2.85763237,-1.24647463,0.02854115,0.12641108,-0.05987039,0.23330543,0.18393316,0.27222849
1.808,0.24288941,-1.52201728,1.285140977,0.9221058,2.85912258,-1.24425546,0.02910593,0.13020825,-0.06135364,0.24220103,0.18865704,0.28265453
1.816,0.2431246,-1.52095979,1.284643967,0.92408059,2.86065148,-1.24195068,0.02969505,0.13419821,-0.06291231,0.25157596,0.19360709,0.29363429
1.824,0.2433646,-1.5198696,1.284134177,0.9261323,2.8622209,-1.23955584,0.03030851,0.13838096,-0.06454639,0.26143021,0.19878332,0.30516777
1.832,0.24360959,-1.51874522,1.283611047,0.92826468,2.86383256,-1.23706661,0.03093863,0.14272005,-0.06623636,0.27170117,0.20413236,0.31718262
1.84,0.24385951,-1.51758641,1.283074647,0.93047934,2.86548638,-1.23448112,0.03153107,0.14695726,-0.06784383,0.28194526,0.20927612,0.32916634
1.848,0.24411396,-1.51639431,1.282525837,0.9327755,2.86718023,-1.23180029,0.03207522,0.15104223,-0.06934179,0.29207594,0.21414083,0.34101892
1.856,0.24437258,-1.51517014,1.281965477,0.93515225,2.86891188,-1.22902517,0.03257109,0.15497496,-0.07073024,0.30209321,0.21872649,0.35274038
1.864,0.24463497,-1.51391512,1.281394447,0.93760869,2.87067911,-1.2261568,0.03301867,0.15875543,-0.0720092,0.31199707,0.2230331,0.3643307
1.872,0.24490075,-1.51263046,1.280813617,0.9401439,2.87247967,-1.22319623,0.03341797,0.16238366,-0.07317865,0.32178751,0.22706066,0.37578989
1.88,0.24516953,-1.51131739,1.280223877,0.94275699,2.87431134,-1.22014451,0.03376899,0.16585964,-0.07423859,0.33146454,0.23080917,0.38711795
1.888,0.24544093,-1.50997711,1.279626097,0.94544703,2.87617187,-1.21700269,0.03407172,0.16918338,-0.07518903,0.34102816,0.23427863,0.39831488
1.896,0.24571455,-1.50861086,1.279021147,0.94821313,2.87805905,-1.21377182,0.03432616,0.17235487,-0.07602997,0.35047837,0.23746905,0.40938067
1.904,0.24599001,-1.50721984,1.278409907,0.95105438,2.87997063,-1.21045295,0.03453232,0.17537411,-0.0767614,0.35981517,0.24038042,0.42031534
1.912,0.24626694,-1.50580528,1.277793257,0.95396988,2.88190439,-1.20704713,0.03469019,0.17824111,-0.07738333,0.36903855,0.24301273,0.43111887
1.92,0.24654493,-1.50436839,1.277172067,0.9569587,2.88385809,-1.2035554,0.03479978,0.18095585,-0.07789575,0.37814853,0.245366,0.44179127
1.928,0.2468236,-1.50291039,1.276547217,0.96001995,2.8858295,-1.19997881,0.03486109,0.18351835,-0.07829867,0.38714509,0.24744022,0.45233255
1.936,0.24710258,-1.5014325,1.275919577,0.96315272,2.88781639,-1.19631843,0.03487411,0.18592861,-0.07859209,0.39602824,0.24923539,0.46274269
1.944,0.24738146,-1.49993594,1.275290037,0.9663561,2.88981653,-1.19257528,0.03483884,0.18818662,-0.078776,0.40479797,0.25075152,0.47302169
1.952,0.24765987,-1.49842192,1.274659457,0.96962918,2.89182767,-1.18875043,0.03475529,0.19029238,-0.07885041,0.4134543,0.25198859,0.48316957
1.96,0.24793742,-1.49689167,1.274028717,0.97297106,2.8938476,-1.18484492,0.03462345,0.19224589,-0.07881532,0.42199721,0.25294662,0.49318632
1.968,0.24821372,-1.49534639,1.273398697,0.97638084,2.89587407,-1.1808598,0.03444333,0.19404716,-0.07867072,0.43042672,0.25362559,0.50307193
1.976,0.24848838,-1.49378732,1.272770277,0.97985759,2.89790486,-1.17679612,0.03421493,0.19569618,-0.07841662,0.43874281,0.25402552,0.51282642
1.984,0.24876103,-1.49221565,1.272144327,0.98340045,2.89993776,-1.17265489,0.03394169,0.19720249,-0.07805294,0.44697002,0.25416327,0.52248235
1.992,0.24903142,-1.49063222,1.271521727,0.98700949,2.9019712,-1.16843584,0.03365339,0.19864859,-0.07757913,0.4553204,0.25418465,0.53232133
2,0.24929946,-1.48903738,1.270903357,0.99068603,2.90400449,-1.16413709,0.03335693,0.20005348,-0.07699506,0.46384287,0.25412328,0.54240831
2.008,0.24956511,-1.48743147,1.270290097,0.99443144,2.90603696,-1.15975664,0.03305228,0.20141718,-0.07630071,0.47253742,0.25397918,0.5527433
2.016,0.24982828,-1.48581482,1.269682837,0.99824709,2.90806794,-1.15529253,0.03273946,0.20273968,-0.0754961,0.48140405,0.25375234,0.56332629
2.024,0.25008892,-1.48418775,1.269082457,1.00213436,2.91009677,-1.15074276,0.03241846,0.20402098,-0.07458122,0.49044277,0.25344276,0.57415729
2.032,0.25034695,-1.48255059,1.268489827,1.00609463,2.9121228,-1.14610535,0.03208929,0.20526109,-0.07355608,0.49965357,0.25305044,0.58523629
2.04,0.25060232,-1.48090368,1.267905847,1.01012928,2.91414536,-1.14137832,0.03175194,0.20646,-0.07242066,0.50903646,0.25257539,0.5965633
2.048,0.25085496,-1.47924734,1.267331397,1.01423967,2.91616379,-1.13655968,0.03140641,0.20761771,-0.07117498,0.51859143,0.25201759,0.60813831
2.056,0.2511048,-1.47758191,1.266767347,1.0184272,2.91817742,-1.13164745,0.0310527,0.20873422,-0.06981903,0.52831848,0.25137706,0.61996133
2.064,0.25135178,-1.4759077,1.266214587,1.02269323,2.9201856,-1.12663964,0.03069082,0.20980954,-0.06835281,0.53821762,0.25065379,0.63203236
2.072,0.25159583,-1.47422506,1.265673997,1.02703914,2.92218766,-1.12153427,0.03032077,0.21084366,-0.06677633,0.54828885,0.24984778,0.64435139
2.08,0.25183689,-1.47253431,1.265146457,1.03146631,2.92418294,-1.11632935,0.02994253,0.21183658,-0.06508958,0.55853215,0.24895903,0.65691842
2.088,0.25207489,-1.47083579,1.264632857,1.03597611,2.92617078,-1.11102291,0.02955612,0.21278831,-0.06329256,0.56894755,0.24798755,0.66973346
2.096,0.25230977,-1.46912981,1.264134067,1.04056993,2.92815052,-1.10561296,0.02916154,0.21369884,-0.06138528,0.57953502,0.24693332,0.6827965
2.104,0.25254146,-1.46741672,1.263650987,1.04524913,2.9301215,-1.10009751,0.02875877,0.21456817,-0.05936772,0.59029459,0.24579636,0.69610755
2.112,0.25276989,-1.46569683,1.263184477,1.0500151,2.93208304,-1.09447457,0.02834784,0.21539631,-0.0572399,0.60122623,0.24457666,0.70966661
2.12,0.252995,-1.46397048,1.262735437,1.05486921,2.9340345,-1.08874218,0.02792872,0.21618324,-0.05500181,0.61232996,0.24327422,0.72347367
2.128,0.25321673,-1.46223801,1.262304747,1.05981284,2.93597521,-1.08289833,0.02750143,0.21692899,-0.05265346,0.62360578,0.24188904,0.73752873
2.136,0.253435,-1.46049975,1.261893277,1.06484727,2.93790449,-1.07694118,0.02706542,0.21761399,-0.05020216,0.6349571,0.24040851,0.75171229
2.144,0.25364973,-1.45875696,1.261501557,1.06996931,2.9398211,-1.07087436,0.02661486,0.21802856,-0.04772654,0.64534737,0.23869727,0.76474151
2.152,0.25386079,-1.45701217,1.261129657,1.07516951,2.94172294,-1.06470932,0.02614819,0.21811583,-0.04524792,0.65449554,0.23671861,0.7762686
2.16,0.25406806,-1.45526798,1.260777597,1.08043793,2.94360788,-1.05845807,0.02566539,0.21787581,-0.04276629,0.66240161,0.23447253,0.78629356
2.168,0.2542714,-1.45352703,1.260445407,1.08576463,2.94547378,-1.05213263,0.02516648,0.21730849,-0.04028165,0.66906559,0.23195904,0.79481639
2.176,0.25447068,-1.45179192,1.260133097,1.09113967,2.94731851,-1.04574501,0.02465144,0.21641388,-0.03779402,0.67448748,0.22917814,0.80183709
2.184,0.25466578,-1.45006528,1.259840707,1.09655311,2.94913992,-1.03930724,0.02412028,0.21519197,-0.03530338,0.67866727,0.22612982,0.80735566
2.192,0.25485656,-1.44834972,1.259568257,1.10199503,2.95093588,-1.03283133,0.023573,0.21364277,-0.03280973,0.68160496,0.22281408,0.8113721
2.2,0.2550429,-1.44664787,1.259315757,1.10745548,2.95270423,-1.02632929,0.0230096,0.21176627,-0.03031308,0.68330056,0.21923092,0.8138864
2.208,0.25522467,-1.44496233,1.259083247,1.11292453,2.95444286,-1.01981315,0.02243008,0.20956248,-0.02781342,0.68375407,0.21538035,0.81489858
2.216,0.25540174,-1.44329574,1.258870757,1.11839223,2.95614961,-1.01329492,0.02183444,0.20703139,-0.02531076,0.68296548,0.21126237,0.81440862
2.224,0.25557398,-1.4416507,1.258678287,1.12384866,2.95782234,-1.00678662,0.02122267,0.20417301,-0.0228051,0.6809348,0.20687697,0.81241654
2.232,0.25574126,-1.44002984,1.258505877,1.12928388,2.95945892,-1.00030026,0.02059479,0.20098734,-0.02029643,0.67766202,0.20222415,0.80892232
2.24,0.25590345,-1.43843578,1.258353557,1.13468794,2.96105722,-0.99384786,0.01995078,0.19747437,-0.01778476,0.67314714,0.19730392,0.80392597
2.248,0.25606043,-1.43687113,1.258221327,1.14005092,2.96261507,-0.98744145,0.01929065,0.1936341,-0.01527008,0.66739018,0.19211627,0.7974275
2.256,0.25621206,-1.43533851,1.258109237,1.14536287,2.96413036,-0.98109303,0.01861441,0.18946654,-0.0127524,0.66039111,0.18666121,0.78942689
2.264,0.25635822,-1.43384053,1.258017297,1.15061387,2.96560094,-0.97481462,0.01792204,0.18497169,-0.01023171,0.65214995,0.18093873,0.77992415
2.272,0.25649877,-1.43237983,1.257945537,1.15579396,2.96702467,-0.96861825,0.01721355,0.18014954,-0.00770802,0.6426667,0.17494883,0.76891928
2.28,0.25663359,-1.43095901,1.257893977,1.16089322,2.96839941,-0.96251592,0.01648894,0.17500009,-0.00518132,0.63194135,0.16869152,0.75641228
2.288,0.25676255,-1.42958067,1.257862647,1.16590181,2.96972305,-0.95651954,0.01575108,0.16955708,-0.00265438,0.62008899,0.16219942,0.74254281
2.296,0.25688569,-1.42824553,1.257851397,1.17081626,2.97099528,-0.95063326,0.01503918,0.16428116,-0.00016488,0.60868135,0.1559182,0.72921833
2.304,0.25700328,-1.42695134,1.257859877,1.17564323,2.97221868,-0.94484898,0.01436569,0.15931844,0.00227523,0.59821696,0.14998921,0.71704386
2.312,0.25711564,-1.4256956,1.257887667,1.18039025,2.97339605,-0.93915749,0.01373061,0.15466892,0.00466595,0.58869583,0.14441246,0.7060194
2.32,0.25722308,-1.4244758,1.257934397,1.18506487,2.97453022,-0.9335496,0.01313393,0.1503326,0.00700727,0.58011796,0.13918793,0.69614496
2.328,0.25732589,-1.42328944,1.257999657,1.18967465,2.975624,-0.92801611,0.01257566,0.14630948,0.0092992,0.57248335,0.13431564,0.68742054
2.336,0.25742439,-1.42213401,1.258083057,1.19422712,2.97668021,-0.92254781,0.01205579,0.14259956,0.01154174,0.56579199,0.12979559,0.67984613
2.344,0.25751888,-1.42100701,1.258184197,1.19872984,2.97770167,-0.9171355,0.01157432,0.13920285,0.01373488,0.56004389,0.12562776,0.67342173
2.352,0.25760968,-1.41990593,1.258302677,1.20319034,2.97869119,-0.91176999,0.01113127,0.13611933,0.01587864,0.55523905,0.12181217,0.66814735
2.36,0.25769709,-1.41882827,1.258438117,1.20761618,2.9796516,-0.90644208,0.01072661,0.13334902,0.01797299,0.55137747,0.11834882,0.66402298
2.368,0.25778141,-1.41777151,1.258590117,1.2120149,2.98058571,-0.90114256,0.01036037,0.13089191,0.02001796,0.54845915,0.11523769,0.66104862
2.376,0.25786295,-1.41673316,1.258758277,1.21639404,2.98149634,-0.89586223,0.01003252,0.128748,0.02201353,0.54648408,0.1124788,0.65922428
2.384,0.25794203,-1.41571071,1.258942197,1.22076116,2.98238631,-0.8905919,0.00974309,0.12691729,0.02395972,0.54545227,0.11007214,0.65854996
2.392,0.25801895,-1.41470165,1.259141497,1.22512379,2.98325844,-0.88532237,0.00949205,0.12539979,0.0258565,0.54536372,0.10801772,0.65902565
2.4,0.25809401,-1.41370348,1.259355777,1.22948949,2.98411553,-0.88004442,0.00927943,0.12419548,0.0277039,0.54621842,0.10631553,0.66065135
2.408,0.25816752,-1.41271369,1.259584627,1.2338658,2.98496042,-0.87474888,0.0091052,0.12330438,0.0295019,0.54801638,0.10496557,0.66342706
2.416,0.25823979,-1.41172977,1.259827667,1.23826027,2.98579592,-0.86942653,0.00896939,0.12272648,0.03125051,0.55075761,0.10396784,0.6673528
2.424,0.25831113,-1.41074923,1.260084507,1.24268044,2.98662485,-0.86406817,0.00887198,0.12246178,0.03294972,0.55444208,0.10332235,0.67242854
2.432,0.25838185,-1.40976955,1.260354737,1.24713386,2.98745002,-0.8586646,0.00881297,0.12251028,0.03459955,0.55906982,0.10302909,0.6786543
2.44,0.25845224,-1.40878824,1.260637977,1.25162807,2.98827424,-0.85320663,0.00879085,0.12286142,0.03621095,0.56463553,0.10307495,0.6860263
2.448,0.25852252,-1.40780352,1.260934587,1.25617025,2.98909943,-0.84768532,0.00877831,0.12332553,0.03798092,0.5710443,0.1032244,0.69447668
2.456,0.25859269,-1.40681492,1.261246287,1.26076693,2.98992588,-0.8420922,0.00876525,0.12383242,0.03998237,0.578261,0.10339031,0.70398033
2.464,0.25866276,-1.40582209,1.261574927,1.26542458,2.99075372,-0.83641883,0.00875167,0.12438209,0.04221529,0.58628563,0.10357265,0.71453727
2.472,0.25873272,-1.40482469,1.261922347,1.27014966,2.99158308,-0.83065679,0.00873756,0.12497454,0.04467969,0.59511821,0.10377143,0.72614747
2.48,0.25880256,-1.40382238,1.262290417,1.27494862,2.9924141,-0.82479766,0.00872294,0.12560977,0.04737555,0.60475871,0.10398666,0.73881096
2.488,0.25887228,-1.40281482,1.262680977,1.27982795,2.99324691,-0.81883301,0.00870779,0.12628778,0.05030289,0.61520715,0.10421834,0.75252772
2.496,0.25894188,-1.40180166,1.263095877,1.28479409,2.99408164,-0.81275441,0.00869212,0.12700858,0.05346171,0.62646353,0.10446645,0.76729775
2.504,0.25901136,-1.40078257,1.263536977,1.28985352,2.99491842,-0.80655344,0.00867593,0.12777215,0.056852,0.63852784,0.10473101,0.78312106
2.512,0.2590807,-1.39975719,1.264006127,1.29501269,2.99575738,-0.80022166,0.00865922,0.1285785,0.06047376,0.65140009,0.10501201,0.79999765
2.52,0.2591499,-1.3987252,1.264505177,1.30027808,2.99659866,-0.79375067,0.00864199,0.12942763,0.064327,0.66508027,0.10530945,0.81792752
2.528,0.25921897,-1.39768624,1.265035977,1.30565613,2.99744238,-0.78713201,0.00862424,0.13031955,0.06841171,0.67956839,0.10562334,0.83691065
2.536,0.25928789,-1.39663997,1.265600377,1.31115333,2.99828867,-0.78035729,0.00860596,0.13125424,0.07272789,0.69486444,0.10595367,0.85694707
