t,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,thetaDOT_1,thetaDOT_2,thetaDOT_3,thetaDOT_4,thetaDOT_5,thetaDOT_6
23.984,0.07596302,-1.67483356,2.153612747,-2.048420817,2.27536264,1.47123883,0.00004879,-0.00917898,0.00328677,0.02305096,0.00011908,0.00003829
23.992,0.07596341,-1.67490689,2.153639007,-2.048236647,2.27536361,1.47123912,0.00005036,-0.00915349,0.00327588,0.02298789,0.0001229,0.00003578
24,0.07596382,-1.67497999,2.153665157,-2.048053057,2.27536461,1.4712394,0.0000522,-0.00912118,0.00326244,0.02290753,0.00012737,0.00003278
24.008,0.07596425,-1.67505281,2.153691197,-2.047870167,2.27536565,1.47123965,0.00005429,-0.00908204,0.00324645,0.02280989,0.00013248,0.00002928
24.016,0.07596469,-1.67512529,2.153717097,-2.047688137,2.27536673,1.47123987,0.00005666,-0.00903607,0.00322793,0.02269496,0.00013824,0.00002529
24.024,0.07596516,-1.67519737,2.153742837,-2.047507097,2.27536786,1.47124005,0.00005928,-0.00898328,0.00320686,0.02256276,0.00014464,0.0000208
24.032,0.07596564,-1.675269,2.153768397,-2.047327187,2.27536905,1.4712402,0.00006217,-0.00892367,0.00318325,0.02241327,0.00015169,0.00001582
24.04,0.07596615,-1.67534013,2.153793757,-2.047148537,2.27537029,1.4712403,0.00006532,-0.00885722,0.00315709,0.0222465,0.00015938,0.00001034
24.048,0.07596669,-1.6754107,2.153818907,-2.046971287,2.2753716,1.47124036,0.00006874,-0.00878395,0.00312839,0.02206245,0.00016771,0.00000437
24.056,0.07596725,-1.67548066,2.153843807,-2.046795577,2.27537298,1.47124037,0.00007242,-0.00870386,0.00309714,0.02186111,0.00017669,-0.0000021
24.064,0.07596785,-1.67554994,2.153868457,-2.046621557,2.27537443,1.47124033,0.00007636,-0.00861693,0.00306336,0.02164249,0.00018631,-0.00000906
24.072,0.07596848,-1.67561851,2.153892817,-2.046449347,2.27537596,1.47124023,0.00008056,-0.00852319,0.00302702,0.02140659,0.00019658,-0.00001652
24.08,0.07596914,-1.67568633,2.153916887,-2.046279017,2.27537757,1.47124006,0.00008449,-0.00843468,0.00299267,0.02118398,0.00020617,-0.00002348
24.088,0.07596982,-1.67575353,2.153940727,-2.046110237,2.27537925,1.47123986,0.00008732,-0.00836995,0.00296725,0.02102162,0.00021307,-0.00002844
24.096,0.07597053,-1.67582031,2.153964387,-2.045942517,2.27538097,1.47123961,0.00008903,-0.00832919,0.00295084,0.02092002,0.00021725,-0.00003138
24.104,0.07597125,-1.67588686,2.153987957,-2.045775357,2.27538272,1.47123936,0.00008962,-0.00831241,0.00294344,0.02087918,0.00021871,-0.00003229
24.112,0.07597196,-1.67595337,2.154011507,-2.045608287,2.27538447,1.4712391,0.0000891,-0.00831961,0.00294504,0.02089911,0.00021746,-0.00003118
24.12,0.07597267,-1.67602004,2.154035107,-2.045440807,2.27538619,1.47123887,0.00008746,-0.00835079,0.00295565,0.0209798,0.00021349,-0.00002805
24.128,0.07597336,-1.67608705,2.154058827,-2.045272447,2.27538787,1.47123866,0.00008471,-0.00840594,0.00297527,0.02112126,0.00020681,-0.0000229
24.136,0.07597402,-1.6761546,2.154082737,-2.045102707,2.27538949,1.4712385,0.00008085,-0.00848507,0.00300389,0.02132348,0.0001974,-0.00001572
24.144,0.07597465,-1.67622287,2.154106907,-2.044931107,2.27539103,1.47123841,0.00007587,-0.00858818,0.00304153,0.02158647,0.00018528,-0.00000652
24.152,0.07597523,-1.67629207,2.154131417,-2.044757167,2.27539245,1.47123841,0.00006977,-0.00871527,0.00308817,0.02191022,0.00017044,0.00000471
24.16,0.07597576,-1.67636238,2.154156347,-2.044580387,2.27539375,1.47123849,0.00006256,-0.00886634,0.00314382,0.02229473,0.00015289,0.00001796
24.168,0.07597623,-1.676434,2.154181747,-2.044400287,2.27539489,1.4712387,0.00005424,-0.00904138,0.00320847,0.02274001,0.00013262,0.00003323
24.176,0.07597663,-1.67650711,2.154207707,-2.044216377,2.27539586,1.47123903,0.0000448,-0.0092404,0.00328213,0.02324605,0.00010963,0.00005052
24.184,0.07597694,-1.67658191,2.154234287,-2.044028187,2.27539664,1.47123951,0.00003425,-0.0094634,0.00336481,0.02381286,0.00008392,0.00006984
24.192,0.07597717,-1.67665858,2.154261567,-2.043835217,2.2753972,1.47124015,0.00002258,-0.00971037,0.00345648,0.02444043,0.0000555,0.00009118
24.2,0.0759773,-1.67673734,2.154289617,-2.043636977,2.27539752,1.47124098,0.00000979,-0.00998133,0.00355717,0.02512877,0.00002436,0.00011454
24.208,0.07597733,-1.67681835,2.154318507,-2.043432987,2.27539758,1.47124199,-0.0000041,-0.01027626,0.00366686,0.02587787,-0.0000095,0.00013992
24.216,0.07597723,-1.67690182,2.154348307,-2.043222767,2.27539736,1.47124322,-0.00001912,-0.01059517,0.00378556,0.02668773,-0.00004607,0.00016733
24.224,0.07597702,-1.67698794,2.154379097,-2.043005827,2.27539683,1.47124468,-0.00003524,-0.01093805,0.00391327,0.02755836,-0.00008536,0.00019676
24.232,0.07597667,-1.67707684,2.154410927,-2.042781797,2.27539599,1.47124637,-0.00005089,-0.0112824,0.00404124,0.02843254,-0.00012348,0.00022548
24.24,0.07597621,-1.67716835,2.154443717,-2.042551177,2.27539488,1.47124827,-0.00006318,-0.01158774,0.00415374,0.02920739,-0.00015343,0.00024855
24.248,0.07597567,-1.67726214,2.154477337,-2.042314757,2.27539356,1.47125033,-0.00007206,-0.01185325,0.00425045,0.02988084,-0.00017506,0.00026589
24.256,0.07597507,-1.6773579,2.154511677,-2.042073347,2.2753921,1.47125251,-0.00007753,-0.01207893,0.00433138,0.03045289,-0.00018839,0.00027749
24.264,0.07597444,-1.6774553,2.154546597,-2.041827777,2.27539057,1.47125475,-0.00007959,-0.01226478,0.00439653,0.03092353,-0.0001934,0.00028334
24.272,0.0759738,-1.67755403,2.154581977,-2.041578847,2.27538903,1.47125702,-0.00007824,-0.0124108,0.00444589,0.03129278,-0.00019011,0.00028346
24.28,0.07597319,-1.67765376,2.154617697,-2.041327367,2.27538755,1.47125927,-0.00007348,-0.012517,0.00447947,0.03156063,-0.0001785,0.00027784
24.288,0.07597264,-1.67775419,2.154653607,-2.041074147,2.27538619,1.47126145,-0.00006531,-0.01258336,0.00449726,0.03172707,-0.00015858,0.00026648
24.296,0.07597216,-1.67785499,2.154689607,-2.040819997,2.27538503,1.47126352,-0.00005373,-0.01260989,0.00449926,0.03179212,-0.00013035,0.00024938
24.304,0.07597179,-1.67795584,2.154725557,-2.040565737,2.27538413,1.47126543,-0.00003874,-0.0125966,0.00448548,0.03175576,-0.00009381,0.00022654
24.312,0.07597155,-1.67805643,2.154761337,-2.040312177,2.27538355,1.47126713,-0.00002033,-0.01254348,0.00445592,0.031618,-0.00004895,0.00019796
24.32,0.07597147,-1.67815643,2.154796807,-2.040060127,2.27538337,1.47126858,0.00000148,-0.01245052,0.00441057,0.03137884,0.00000421,0.00016364
24.328,0.07597158,-1.67825553,2.154831857,-2.039810387,2.27538364,1.47126973,0.00002671,-0.01231774,0.00434944,0.03103829,0.00006568,0.00012359
24.336,0.07597191,-1.67835341,2.154866357,-2.039563777,2.27538444,1.47127054,0.00005534,-0.01214513,0.00427252,0.03059633,0.00013547,0.00007779
24.344,0.07597247,-1.67844975,2.154900177,-2.039321117,2.27538583,1.47127096,0.00008739,-0.01193269,0.00417982,0.03005297,0.00021357,0.00002626
24.352,0.07597331,-1.67854423,2.154933197,-2.039083207,2.27538788,1.47127095,0.00012285,-0.01168042,0.00407133,0.02940821,0.00029998,-0.00003102
24.36,0.07597445,-1.67863653,2.154965277,-2.038850857,2.27539066,1.47127045,0.00016171,-0.01138832,0.00394706,0.02866204,0.0003947,-0.00009403
24.368,0.07597591,-1.67872633,2.154996307,-2.038624887,2.27539422,1.47126943,0.00020399,-0.01105639,0.003807,0.02781448,0.00049773,-0.00016279
24.376,0.07597772,-1.67881332,2.155026147,-2.038406097,2.27539864,1.47126783,0.00024968,-0.01068463,0.00365116,0.02686552,0.00060907,-0.00023728
24.384,0.0759799,-1.6788973,2.155054727,-2.038195017,2.27540396,1.47126563,0.00029377,-0.01032671,0.00350087,0.0259521,0.0007165,-0.00030911
24.392,0.07598239,-1.6789789,2.155082297,-2.037989977,2.27541003,1.47126294,0.00032573,-0.0100952,0.00340092,0.02536151,0.00079441,-0.00036067
24.4,0.07598508,-1.67905917,2.155109277,-2.037788347,2.27541659,1.47125992,0.00034525,-0.00999366,0.00335272,0.02510286,0.00084198,-0.0003914
24.408,0.07598788,-1.67913914,2.155136077,-2.037587447,2.27542342,1.47125673,0.00035231,-0.0100221,0.00335628,0.02517615,0.0008592,-0.00040129
24.416,0.07599069,-1.67921987,2.155163117,-2.037384637,2.27543026,1.47125355,0.00034692,-0.01018052,0.00341158,0.02558138,0.00084609,-0.00039034
24.424,0.0759934,-1.67930238,2.155190807,-2.037177267,2.27543687,1.47125054,0.00032907,-0.01046892,0.00351864,0.02631854,0.00080263,-0.00035856
24.432,0.07599592,-1.67938771,2.155219557,-2.036962657,2.27544302,1.47124787,0.00029877,-0.01088729,0.00367745,0.02738764,0.00072883,-0.00030595
24.44,0.07599815,-1.67947692,2.155249777,-2.036738177,2.27544845,1.47124571,0.00025602,-0.01143564,0.00388801,0.02878867,0.00062468,-0.0002325
24.448,0.07599998,-1.67957103,2.155281897,-2.036501157,2.27545293,1.47124421,0.00020081,-0.01211397,0.00415032,0.03052165,0.0004902,-0.00013822
24.456,0.07600132,-1.67967109,2.155316327,-2.036248947,2.27545622,1.47124355,0.00013316,-0.01292228,0.00446439,0.03258656,0.00032537,-0.0000231
24.464,0.07600208,-1.67977813,2.155353467,-2.035978887,2.27545806,1.47124389,0.00005305,-0.01386057,0.0048302,0.0349834,0.00013021,0.00011285
24.472,0.07600214,-1.67989321,2.155393747,-2.035688327,2.27545822,1.47124541,-0.00003952,-0.01492883,0.00524777,0.03771219,-0.0000953,0.00026963
24.48,0.07600141,-1.68001734,2.155437567,-2.035374607,2.27545645,1.47124826,-0.00014454,-0.01612707,0.0057171,0.04077291,-0.00035115,0.00044725
24.488,0.07599979,-1.68015159,2.155485357,-2.035035077,2.27545252,1.47125262,-0.00026201,-0.01745529,0.00623817,0.04416556,-0.00063734,0.00064571
24.496,0.07599719,-1.68029697,2.155537517,-2.034667067,2.27544617,1.47125865,-0.00039193,-0.01891348,0.00681099,0.04789016,-0.00095388,0.000865
24.504,0.07599349,-1.68045455,2.155594467,-2.034267947,2.27543718,1.47126652,-0.00053431,-0.02050165,0.00743557,0.05194669,-0.00130075,0.00110512
24.512,0.07598861,-1.68062535,2.155656627,-2.033835037,2.27542528,1.47127639,-0.00068914,-0.0222198,0.0081119,0.05633516,-0.00167797,0.00136608
24.52,0.07598243,-1.68081041,2.155724397,-2.033365697,2.27541025,1.47128843,-0.00085642,-0.02406793,0.00883998,0.06105557,-0.00208553,0.00164787
24.528,0.07597487,-1.68101078,2.155798207,-2.032857267,2.27539183,1.47130281,-0.00103615,-0.02604604,0.00961982,0.06610791,-0.00252343,0.0019505
24.536,0.07596583,-1.68122735,2.155878397,-2.032307457,2.27536982,1.47131967,-0.0012219,-0.02808201,0.01042261,0.07130861,-0.00297596,0.00226316
24.544,0.07595535,-1.68145976,2.155964837,-2.031717167,2.27534428,1.47133897,-0.0013979,-0.02999959,0.01117796,0.0762089,-0.00340474,0.00255948
24.552,0.07594349,-1.68170701,2.156057107,-2.031088967,2.27531541,1.47136058,-0.00156343,-0.03179075,0.01188269,0.08078838,-0.00380801,0.00283826
24.56,0.07593036,-1.68196808,2.156154817,-2.030425407,2.27528342,1.47138434,-0.00171851,-0.03345549,0.01253678,0.08504704,-0.00418578,0.00309948
24.568,0.07591603,-1.68224196,2.156257557,-2.029729067,2.27524851,1.47141012,-0.00186312,-0.03499381,0.01314023,0.08898489,-0.00453805,0.00334317
24.576,0.07590058,-1.68252764,2.156364927,-2.029002507,2.27521088,1.47143778,-0.00199727,-0.03640573,0.01369305,0.09260193,-0.00486481,0.0035693
24.584,0.0758841,-1.68282411,2.156476517,-2.028248297,2.27517074,1.47146718,-0.00212095,-0.03769122,0.01419524,0.09589815,-0.00516606,0.00377789
24.592,0.07586667,-1.68313036,2.156591917,-2.027468997,2.27512829,1.47149818,-0.00223418,-0.0388503,0.01464679,0.09887356,-0.00544181,0.00396893
24.6,0.07584838,-1.68344538,2.156710727,-2.026667167,2.27508374,1.47153064,-0.00233694,-0.03988296,0.01504771,0.10152816,-0.00569206,0.00414243
24.608,0.07582931,-1.68376815,2.156832547,-2.025845397,2.27503729,1.47156442,-0.00242924,-0.04078921,0.015398,0.10386194,-0.0059168,0.00429838
24.616,0.07580954,-1.68409767,2.156956967,-2.025006237,2.27498914,1.47159937,-0.00251108,-0.04156904,0.01569765,0.10587491,-0.00611603,0.00443678
24.624,0.07578916,-1.68443292,2.157083577,-2.024152257,2.2749395,1.47163536,-0.00258245,-0.04222245,0.01594667,0.10756706,-0.00628977,0.00455764
24.632,0.07576825,-1.68477289,2.157211977,-2.023286017,2.27488857,1.47167224,-0.00264336,-0.04274945,0.01614505,0.1089384,-0.00643799,0.00466095
24.64,0.07574689,-1.68511657,2.157341757,-2.022410097,2.27483656,1.47170989,-0.00269382,-0.04315004,0.0162928,0.10998893,-0.00656072,0.00474672
24.648,0.07572517,-1.68546296,2.157472527,-2.021527047,2.27478367,1.47174814,-0.0027338,-0.04342421,0.01638992,0.11071865,-0.00665794,0.00481494
24.656,0.07570318,-1.68581102,2.157603867,-2.020639457,2.2747301,1.47178688,-0.00276333,-0.04357196,0.0164364,0.11112755,-0.00672965,0.00486561
24.664,0.07568099,-1.68615977,2.157735367,-2.019749867,2.27467606,1.47182595,-0.00278239,-0.04359329,0.01643225,0.11121563,-0.00677586,0.00489874
24.672,0.07565869,-1.68650818,2.157866647,-2.018860857,2.27462175,1.47186521,-0.00279099,-0.04348821,0.01637747,0.1109829,-0.00679657,0.00491432
24.68,0.07563636,-1.68685524,2.157997277,-2.017974997,2.27456738,1.47190453,-0.00278913,-0.04325672,0.01627205,0.11042936,-0.00679177,0.00491236
24.688,0.07561408,-1.68720003,2.158126887,-2.017094647,2.27451314,1.47194377,-0.00277958,-0.04293951,0.01613166,0.10965827,-0.0067682,0.00489759
24.696,0.07559189,-1.68754237,2.158255417,-2.016220227,2.27445909,1.47198289,-0.0027702,-0.04265258,0.01600095,0.10896386,-0.00674508,0.00488356
24.704,0.07556976,-1.68788257,2.158382937,-2.015350977,2.27440522,1.47202191,-0.00276151,-0.04240305,0.01588265,0.10836422,-0.00672357,0.00487108
24.712,0.0755477,-1.68822092,2.158509567,-2.014486147,2.27435151,1.47206084,-0.00275348,-0.04219093,0.01577677,0.10785935,-0.00670369,0.00486017
24.72,0.0755257,-1.68855772,2.158635397,-2.013624977,2.27429795,1.47209968,-0.00274612,-0.04201621,0.01568332,0.10744925,-0.00668542,0.00485081
24.728,0.07550376,-1.68889328,2.158760537,-2.012766707,2.27424454,1.47213845,-0.00273944,-0.04187889,0.01560227,0.10713392,-0.00666877,0.00484302
24.736,0.07548187,-1.68922788,2.158885067,-2.011910577,2.27419125,1.47217717,-0.00273342,-0.04177897,0.01553365,0.10691336,-0.00665374,0.00483679
24.744,0.07546002,-1.68956184,2.159009107,-2.011055837,2.27413807,1.47221585,-0.00272808,-0.04171646,0.01547744,0.10678757,-0.00664033,0.00483212
24.752,0.07543822,-1.68989545,2.159132747,-2.010201727,2.274085,1.47225449,-0.00272341,-0.04169136,0.01543365,0.10675655,-0.00662854,0.004829
24.76,0.07541645,-1.690229,2.159256077,-2.009347477,2.27403201,1.47229311,-0.00271941,-0.04170366,0.01540228,0.10682031,-0.00661837,0.00482745
24.768,0.07539471,-1.69056281,2.159379217,-2.008492347,2.2739791,1.47233173,-0.00271609,-0.04175336,0.01538333,0.10697883,-0.00660982,0.00482746
24.776,0.07537299,-1.69089716,2.159502247,-2.007635567,2.27392625,1.47237036,-0.00271343,-0.04184047,0.01537679,0.10723212,-0.00660289,0.00482903
24.784,0.07535129,-1.69123235,2.159625277,-2.006776377,2.27387345,1.472409,-0.00271144,-0.04196498,0.01538268,0.10758018,-0.00659758,0.00483216
24.792,0.0753296,-1.6915687,2.159748397,-2.005914027,2.27382068,1.47244768,-0.00271013,-0.04212689,0.01540098,0.10802301,-0.00659388,0.00483685
24.8,0.07530793,-1.69190648,2.159871727,-2.005047757,2.27376794,1.47248639,-0.00270949,-0.04232621,0.01543169,0.10856061,-0.00659181,0.0048431
24.808,0.07528625,-1.69224601,2.159995337,-2.004176807,2.27371521,1.47252517,-0.00270952,-0.04256293,0.01547483,0.10919298,-0.00659135,0.00485091
24.816,0.07526457,-1.69258759,2.160119357,-2.003300417,2.27366248,1.47256401,-0.00271022,-0.04283705,0.01553038,0.10992013,-0.00659252,0.00486028
24.824,0.07524288,-1.69293151,2.160243857,-2.002417827,2.27360973,1.47260294,-0.00271159,-0.04314858,0.01559835,0.11074204,-0.0065953,0.00487121
24.832,0.07522118,-1.69327807,2.160368957,-2.001528297,2.27355695,1.47264196,-0.00271364,-0.04349752,0.01567874,0.11165872,-0.00659971,0.0048837
24.84,0.07519946,-1.69362757,2.160494747,-2.000631027,2.27350413,1.47268108,-0.0027163,-0.04388547,0.01577087,0.11267519,-0.00660558,0.00489781
24.848,0.07517772,-1.69398035,2.160621317,-1.999725177,2.27345126,1.47272033,-0.0027194,-0.04431782,0.01587249,0.11380816,-0.00661245,0.00491373
24.856,0.07515595,-1.69433677,2.160748737,-1.998809787,2.27339833,1.47275971,-0.00272292,-0.04479499,0.01598341,0.11505894,-0.00662027,0.00493147
24.864,0.07513415,-1.69469719,2.160877077,-1.997883917,2.27334533,1.47279924,-0.00272688,-0.045317,0.01610365,0.11642756,-0.00662905,0.00495104
24.872,0.07511232,-1.69506197,2.161006417,-1.996946627,2.27329226,1.47283893,-0.00273125,-0.04588382,0.01623319,0.11791399,-0.00663878,0.00497243
24.88,0.07509045,-1.69543145,2.161136837,-1.995996977,2.27323911,1.4728788,-0.00273606,-0.04649548,0.01637203,0.11951825,-0.00664946,0.00499564
24.888,0.07506854,-1.69580601,2.161268397,-1.995034027,2.27318586,1.47291886,-0.00274128,-0.04715196,0.01652019,0.12124034,-0.0066611,0.00502068
24.896,0.07504659,-1.696186,2.161401177,-1.994056817,2.27313253,1.47295913,-0.00274694,-0.04785326,0.01667765,0.12308024,-0.00667369,0.00504755
24.904,0.07502459,-1.69657178,2.161535267,-1.993064427,2.27307908,1.47299963,-0.00275301,-0.04859939,0.01684442,0.12503798,-0.00668723,0.00507623
24.912,0.07500254,-1.69696371,2.161670717,-1.992055897,2.27302553,1.47304036,-0.00275952,-0.04939035,0.0170205,0.12711353,-0.00670173,0.00510674
24.92,0.07498044,-1.69736215,2.161807617,-1.991030297,2.27297185,1.47308134,-0.00276645,-0.05022613,0.01720589,0.12930692,-0.00671718,0.00513908
24.928,0.07495828,-1.69776745,2.161946037,-1.989986677,2.27291805,1.47312259,-0.0027738,-0.05110674,0.01740058,0.13161812,-0.00673358,0.00517324
24.936,0.07493606,-1.69817998,2.162086047,-1.988924087,2.27286411,1.47316412,-0.00278158,-0.05203218,0.01760458,0.13404715,-0.00675094,0.00520922
24.944,0.07491377,-1.69860009,2.162227737,-1.987841607,2.27281003,1.47320594,-0.00278978,-0.05300244,0.01781789,0.13659401,-0.00676925,0.00524703
24.952,0.07489142,-1.69902814,2.162371167,-1.986738277,2.2727558,1.47324808,-0.00279841,-0.05401752,0.01804051,0.13925868,-0.00678851,0.00528667
24.96,0.074869,-1.69946449,2.162516407,-1.985613157,2.27270141,1.47329053,-0.00280747,-0.05507744,0.01827244,0.14204119,-0.00680873,0.00532812
24.968,0.0748465,-1.69990949,2.162663547,-1.984465297,2.27264686,1.47333333,-0.00281695,-0.05618217,0.01851367,0.14494151,-0.0068299,0.0053714
24.976,0.07482392,-1.70036352,2.162812647,-1.983293777,2.27259213,1.47337648,-0.00282685,-0.05733174,0.01876421,0.14795966,-0.00685202,0.00541651
24.984,0.07480127,-1.70082692,2.162963797,-1.982097627,2.27253723,1.47342,-0.00283719,-0.05852613,0.01902406,0.15109564,-0.0068751,0.00546344
24.992,0.07477853,-1.70130002,2.163117057,-1.980876017,2.27248213,1.4734639,-0.00284728,-0.05974487,0.0192879,0.15429689,-0.00689755,0.0055108
25,0.07475572,-1.70178268,2.163272357,-1.979629287,2.27242688,1.47350816,-0.00285453,-0.06090813,0.019535,0.15735861,-0.00691321,0.00555319
25.008,0.07473286,-1.70227438,2.163429567,-1.978358707,2.27237154,1.47355273,-0.00285869,-0.06200788,0.01976327,0.1602602,-0.00692146,0.00559007
25.016,0.07470999,-1.70277464,2.163588517,-1.977065547,2.27231616,1.47359758,-0.00285974,-0.06304412,0.01997272,0.16300163,-0.00692231,0.00562143
25.024,0.07468712,-1.70328292,2.163749077,-1.975751107,2.2722608,1.47364266,-0.0028577,-0.06401686,0.02016334,0.16558293,-0.00691576,0.00564727
25.032,0.07466427,-1.70379874,2.163911077,-1.974416647,2.27220553,1.47368793,-0.00285257,-0.06492608,0.02033514,0.16800409,-0.00690179,0.00566759
25.04,0.07464148,-1.70432157,2.164074387,-1.973063467,2.27215039,1.47373333,-0.00284433,-0.0657718,0.02048811,0.1702651,-0.00688042,0.0056824
25.048,0.07461877,-1.70485092,2.164238837,-1.971692837,2.27209546,1.47377883,-0.002833,-0.06655401,0.02062226,0.17236597,-0.00685165,0.00569168
25.056,0.07459616,-1.70538626,2.164404297,-1.970306037,2.27204079,1.47382438,-0.00281857,-0.06727271,0.02073758,0.1743067,-0.00681546,0.00569545
25.064,0.07457368,-1.70592711,2.164570597,-1.968904357,2.27198643,1.47386994,-0.00280104,-0.0679279,0.02083408,0.17608729,-0.00677187,0.00569371
25.072,0.07455136,-1.70647294,2.164737587,-1.967489067,2.27193246,1.47391547,-0.00278041,-0.06851959,0.02091175,0.17770774,-0.00672087,0.00568644
25.08,0.07452921,-1.70702325,2.164905127,-1.966061457,2.27187892,1.47396091,-0.00275669,-0.06904776,0.0209706,0.17916804,-0.00666247,0.00567366
25.088,0.07450726,-1.70757754,2.165073067,-1.964622807,2.27182588,1.47400623,-0.00272986,-0.06951243,0.02101062,0.18046821,-0.00659666,0.00565536
25.096,0.07448554,-1.70813528,2.165241247,-1.963174397,2.27177339,1.47405138,-0.00269994,-0.06991358,0.02103181,0.18160823,-0.00652344,0.00563155
25.104,0.07446407,-1.70869598,2.165409527,-1.961717507,2.27172152,1.47409632,-0.00266692,-0.07025123,0.02103419,0.18258811,-0.00644282,0.00560221
25.112,0.07444287,-1.70925913,2.165577747,-1.960253417,2.27167033,1.474141,-0.00263081,-0.07052537,0.02101773,0.18340785,-0.00635479,0.00556736
25.12,0.07442198,-1.70982422,2.165745757,-1.958783407,2.27161987,1.47418538,-0.00259159,-0.070736,0.02098245,0.18406744,-0.00625935,0.00552699
25.128,0.07440142,-1.71039074,2.165913417,-1.957308757,2.2715702,1.47422942,-0.00254928,-0.07088312,0.02092835,0.1845669,-0.00615651,0.00548111
25.136,0.0743812,-1.71095818,2.166080567,-1.955830757,2.27152138,1.47427307,-0.00250387,-0.07096674,0.02085542,0.18490621,-0.00604626,0.0054297
25.144,0.07436136,-1.71152604,2.166247057,-1.954350697,2.27147347,1.47431629,-0.00245807,-0.07098496,0.02076495,0.18507888,-0.00593514,0.00537654
25.152,0.07434184,-1.71209374,2.166412777,-1.952870027,2.27142634,1.47435914,-0.00242427,-0.07092916,0.02066287,0.18505507,-0.00585317,0.00533885
25.16,0.07432253,-1.7126607,2.166577627,-1.951390347,2.27137973,1.47440175,-0.00240403,-0.07079825,0.0205499,0.18483107,-0.00580409,0.00531879
25.168,0.07430334,-1.71322631,2.166741547,-1.949913267,2.27133338,1.47444428,-0.00239733,-0.07059225,0.02042604,0.18440689,-0.00578788,0.00531635
25.176,0.07428414,-1.71378998,2.166904417,-1.948440377,2.27128703,1.47448686,-0.00240418,-0.07031115,0.02029131,0.18378253,-0.00580455,0.00533152
25.184,0.07426483,-1.71435109,2.167066177,-1.946973277,2.27124042,1.47452963,-0.00242458,-0.06995495,0.02014569,0.18295798,-0.0058541,0.00536432
25.192,0.07424531,-1.71490906,2.167226717,-1.945513577,2.27119328,1.47457274,-0.00245853,-0.06952365,0.01998918,0.18193325,-0.00593653,0.00541474
25.2,0.07422546,-1.71546327,2.167385967,-1.944062877,2.27114535,1.47461632,-0.00250603,-0.06901726,0.01982179,0.18070833,-0.00605183,0.00548277
25.208,0.07420518,-1.71601313,2.167543837,-1.942622777,2.27109636,1.47466051,-0.00256708,-0.06843576,0.01964352,0.17928323,-0.00620001,0.00556843
25.216,0.07418435,-1.71655804,2.167700237,-1.941194887,2.27104606,1.47470546,-0.00264167,-0.06777917,0.01945436,0.17765795,-0.00638108,0.00567171
25.224,0.07416288,-1.7170974,2.167855077,-1.939780787,2.27099418,1.4747513,-0.00272982,-0.06704747,0.01925431,0.17583248,-0.00659502,0.0057926
25.232,0.07414064,-1.7176306,2.168008277,-1.938382097,2.27094045,1.47479819,-0.00283152,-0.06624068,0.01904339,0.17380682,-0.00684183,0.00593112
25.24,0.07411753,-1.71815705,2.168159747,-1.937000417,2.27088462,1.47484625,-0.00294676,-0.06535879,0.01882158,0.17158099,-0.00712153,0.00608726
25.248,0.07409345,-1.71867614,2.168309397,-1.935637337,2.27082642,1.47489563,-0.00307555,-0.0644018,0.01858888,0.16915496,-0.00743411,0.00626102
25.256,0.07406829,-1.71918728,2.168457137,-1.934294467,2.27076559,1.47494647,-0.0032179,-0.06336971,0.0183453,0.16652876,-0.00777956,0.0064524
25.264,0.07404193,-1.71968986,2.168602887,-1.932973407,2.27070186,1.47499892,-0.00337379,-0.06226252,0.01809084,0.16370237,-0.00815789,0.00666139
25.272,0.07401427,-1.72018328,2.168746567,-1.931675767,2.27063497,1.4750531,-0.00354323,-0.06108024,0.01782549,0.16067579,-0.0085691,0.00688801
25.28,0.0739852,-1.72066694,2.168888067,-1.930403127,2.27056467,1.47510917,-0.00372622,-0.05982285,0.01754925,0.15744903,-0.00901319,0.00713225
25.288,0.07395462,-1.72114024,2.169027327,-1.929157107,2.27049068,1.47516727,-0.00392276,-0.05849037,0.01726214,0.15402209,-0.00949016,0.00739411
25.296,0.07392241,-1.72160261,2.169164237,-1.927939237,2.27041275,1.47522752,-0.00412954,-0.05710217,0.01696741,0.15044591,-0.00999196,0.00766922
25.304,0.07388857,-1.72205403,2.169298837,-1.926749577,2.27033086,1.47528994,-0.00432856,-0.0557638,0.01668292,0.14699779,-0.01047487,0.00793378
25.312,0.07385318,-1.72249501,2.169431197,-1.925586817,2.27024522,1.47535442,-0.00451711,-0.05449113,0.01641134,0.14371947,-0.01093227,0.00818421
25.32,0.07381632,-1.72292607,2.169561447,-1.924449617,2.27015602,1.47542085,-0.00469518,-0.05328417,0.01615268,0.14061097,-0.01136418,0.0084205
25.328,0.07377808,-1.72334773,2.169689677,-1.923336597,2.27006346,1.47548911,-0.00486279,-0.05214292,0.01590694,0.13767229,-0.01177059,0.00864267
25.336,0.07373855,-1.72376053,2.169815997,-1.922246407,2.26996775,1.47555909,-0.00501993,-0.05106739,0.01567411,0.13490342,-0.01215151,0.0088507
25.344,0.07369779,-1.72416498,2.169940497,-1.921177687,2.2698691,1.47563068,-0.00516659,-0.05005756,0.0154542,0.13230436,-0.01250694,0.00904461
25.352,0.07365591,-1.72456162,2.170063297,-1.920129077,2.26976771,1.47570377,-0.00530279,-0.04911344,0.01524721,0.12987512,-0.01283686,0.00922438
